Geography Id,Type,Name,Variable,Variable Description,Data Collection Period,Data Collection End Date,Sex,Age,Educational Attainment,HS Diploma,College Degree,Population Estimate,Change Rate,Location
1400000US19149970100,tract,"Census Tract 9701, Plymouth County, Iowa",B15001_034E,Male - 45 to 64 years - Graduate or professional degree,2008-2012,12/31/2012,Male,45 to 64 years,Graduate or Professional Degree,Yes,Yes,95,,POINT (-96.1440387 42.7948865),1400000US19149970100-2012-B15001_034E
1400000US19083480600,tract,"Census Tract 4806, Hardin County, Iowa",B15001_030E,Male - 45 to 64 years - High school graduate (includes equivalency),2008-2012,12/31/2012,Male,45 to 64 years,High School Diploma or Equivalent,Yes,No,164,,POINT (-93.07142 42.3640387),1400000US19083480600-2012-B15001_030E
1400000US19099040900,tract,"Census Tract 409, Jasper County, Iowa",B15001_002E,Male,2009-2013,12/31/2013,Male,All,Any,NA,NA,1222,,POINT (-92.8598441 41.5988652),1400000US19099040900-2013-B15001_002E
1400000US19153004001,tract,"Census Tract 40.01, Polk County, Iowa",B15001_036E,Male - 65 years and over - Less than 9th grade,2008-2012,12/31/2012,Male,65 years and over,Less than 9th Grade,No,No,0,,POINT (-93.674997 41.5623833),1400000US19153004001-2012-B15001_036E
1400000US19193001400,tract,"Census Tract 14, Woodbury County, Iowa",B15001_028E,Male - 45 to 64 years - Less than 9th grade,2008-2012,12/31/2012,Male,45 to 64 years,Less than 9th Grade,No,No,98,,POINT (-96.4319567 42.4993751),1400000US19193001400-2012-B15001_028E
1400000US19099040700,tract,"Census Tract 407, Jasper County, Iowa",B15001_035E,Male - 65 years and over,2008-2012,12/31/2012,Male,65 years and over,Any,NA,NA,286,,POINT (-93.2692159 41.5933589),1400000US19099040700-2012-B15001_035E
1400000US19163011600,tract,"Census Tract 116, Scott County, Iowa",B15001_037E,Male - 65 years and over - 9th to 12th grade no diploma,2008-2012,12/31/2012,Male,65 years and over,9th to 12th Grade - No Diploma,No,No,19,,POINT (-90.5632266 41.5419813),1400000US19163011600-2012-B15001_037E
1400000US19099040200,tract,"Census Tract 402, Jasper County, Iowa",B15001_001E,Total,2009-2013,12/31/2013,Both,All,Any,NA,NA,2773,,POINT (-93.2253436 41.7742733),1400000US19099040200-2013-B15001_001E
1400000US19153011500,tract,"Census Tract 115, Polk County, Iowa",B15001_028E,Male - 45 to 64 years - Less than 9th grade,2008-2012,12/31/2012,Male,45 to 64 years,Less than 9th Grade,No,No,0,,POINT (-93.7581647 41.8092993),1400000US19153011500-2012-B15001_028E
1400000US19145490600,tract,"Census Tract 4906, Page County, Iowa",B15001_028E,Male - 45 to 64 years - Less than 9th grade,2008-2012,12/31/2012,Male,45 to 64 years,Less than 9th Grade,No,No,3,,POINT (-95.1492758 40.6595965),1400000US19145490600-2012-B15001_028E
1400000US19153005000,tract,"Census Tract 50, Polk County, Iowa",B15001_042E,Male - 65 years and over - Graduate or professional degree,2008-2012,12/31/2012,Male,65 years and over,Graduate or Professional Degree,Yes,Yes,0,,POINT (-93.6304944 41.6041972),1400000US19153005000-2012-B15001_042E
1400000US19103010200,tract,"Census Tract 102, Johnson County, Iowa",B15001_032E,Male - 45 to 64 years - Associate's degree,2008-2012,12/31/2012,Male,45 to 64 years,Associates Degree,Yes,Yes,92,,POINT (-91.707501 41.8178996),1400000US19103010200-2012-B15001_032E
1400000US19167070100,tract,"Census Tract 701, Sioux County, Iowa",B15001_040E,Male - 65 years and over - Associate's degree,2008-2012,12/31/2012,Male,65 years and over,Associates Degree,Yes,Yes,18,,POINT (-95.9700447 43.1494643),1400000US19167070100-2012-B15001_040E
1400000US19153010408,tract,"Census Tract 104.08, Polk County, Iowa",B15001_031E,Male - 45 to 64 years - Some college no degree,2008-2012,12/31/2012,Male,45 to 64 years,Some College - No Degree,Yes,No,134,,POINT (-93.7107462 41.6268424),1400000US19153010408-2012-B15001_031E
1400000US19017004600,tract,"Census Tract 46, Bremer County, Iowa",B15001_001E,Total,2009-2013,12/31/2013,Both,All,Any,NA,NA,3659,,POINT (-92.4406369 42.6780053),1400000US19017004600-2013-B15001_001E
1400000US19187000900,tract,"Census Tract 9, Webster County, Iowa",B15001_002E,Male,2009-2013,12/31/2013,Male,All,Any,NA,NA,2184,,POINT (-94.2138341 42.4676185),1400000US19187000900-2013-B15001_002E
1400000US19181020600,tract,"Census Tract 206, Warren County, Iowa",B15001_027E,Male - 45 to 64 years,2008-2012,12/31/2012,Male,45 to 64 years,Any,NA,NA,494,,POINT (-93.5530433 41.387052),1400000US19181020600-2012-B15001_027E
1400000US19049050400,tract,"Census Tract 504, Dallas County, Iowa",B15001_039E,Male - 65 years and over - Some college no degree,2008-2012,12/31/2012,Male,65 years and over,Some College - No Degree,Yes,No,18,,POINT (-94.117496 41.8388762),1400000US19049050400-2012-B15001_039E
1400000US19153000600,tract,"Census Tract 6, Polk County, Iowa",B15001_038E,Male - 65 years and over - High school graduate (includes equivalency),2008-2012,12/31/2012,Male,65 years and over,High School Diploma or Equivalent,Yes,No,61,,POINT (-93.6332199 41.6271674),1400000US19153000600-2012-B15001_038E
1400000US19049050812,tract,"Census Tract 508.12, Dallas County, Iowa",B15001_039E,Male - 65 years and over - Some college no degree,2008-2012,12/31/2012,Male,65 years and over,Some College - No Degree,Yes,No,42,,POINT (-93.8493197 41.5358953),1400000US19049050812-2012-B15001_039E
1400000US19163011700,tract,"Census Tract 117, Scott County, Iowa",B15001_032E,Male - 45 to 64 years - Associate's degree,2008-2012,12/31/2012,Male,45 to 64 years,Associates Degree,Yes,Yes,27,,POINT (-90.5664827 41.5499122),1400000US19163011700-2012-B15001_032E
1400000US19113001400,tract,"Census Tract 14, Linn County, Iowa",B15001_001E,Total,2009-2013,12/31/2013,Both,All,Any,NA,NA,2691,,POINT (-91.6455074 42.0090205),1400000US19113001400-2013-B15001_001E
1400000US19067480300,tract,"Census Tract 4803, Floyd County, Iowa",B15001_038E,Male - 65 years and over - High school graduate (includes equivalency),2008-2012,12/31/2012,Male,65 years and over,High School Diploma or Equivalent,Yes,No,140,,POINT (-92.8201022 42.9725502),1400000US19067480300-2012-B15001_038E
1400000US19123950600,tract,"Census Tract 9506, Mahaska County, Iowa",B15001_032E,Male - 45 to 64 years - Associate's degree,2008-2012,12/31/2012,Male,45 to 64 years,Associates Degree,Yes,Yes,0,,POINT (-92.6578232 41.3093208),1400000US19123950600-2012-B15001_032E
1400000US19013000700,tract,"Census Tract 7, Black Hawk County, Iowa",B15001_035E,Male - 65 years and over,2008-2012,12/31/2012,Male,65 years and over,Any,NA,NA,28,,POINT (-92.3258594 42.4969104),1400000US19013000700-2012-B15001_035E
1400000US19049050812,tract,"Census Tract 508.12, Dallas County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2009-2013,12/31/2013,Male,18 to 24 years,Associates Degree,Yes,Yes,0,,POINT (-93.8493197 41.5358953),1400000US19049050812-2013-B15001_008E
1400000US19187010300,tract,"Census Tract 103, Webster County, Iowa",B15001_018E,Male - 25 to 34 years - Graduate or professional degree,2009-2013,12/31/2013,Male,25 to 34 years,Graduate or Professional Degree,Yes,Yes,19,,POINT (-94.2856379 42.3325989),1400000US19187010300-2013-B15001_018E
1400000US19057000300,tract,"Census Tract 3, Des Moines County, Iowa",B15001_015E,Male - 25 to 34 years - Some college no degree,2009-2013,12/31/2013,Male,25 to 34 years,Some College - No Degree,Yes,No,55,,POINT (-91.1323476 40.818253),1400000US19057000300-2013-B15001_015E
1400000US19015020200,tract,"Census Tract 202, Boone County, Iowa",B15001_005E,Male - 18 to 24 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,18 to 24 years,9th to 12th Grade - No Diploma,No,No,39,,POINT (-93.8688766 42.0710793),1400000US19015020200-2013-B15001_005E
1400000US19033950900,tract,"Census Tract 9509, Cerro Gordo County, Iowa",B15001_009E,Male - 18 to 24 years - Bachelor's degree,2009-2013,12/31/2013,Male,18 to 24 years,Bachelors Degree,Yes,Yes,0,,POINT (-93.36309 43.0627104),1400000US19033950900-2013-B15001_009E
1400000US19169010300,tract,"Census Tract 103, Story County, Iowa",B15001_017E,Male - 25 to 34 years - Bachelor's degree,2009-2013,12/31/2013,Male,25 to 34 years,Bachelors Degree,Yes,Yes,20,,POINT (-93.4481408 41.997497),1400000US19169010300-2013-B15001_017E
1400000US19087970200,tract,"Census Tract 9702, Henry County, Iowa",B15001_011E,Male - 25 to 34 years,2009-2013,12/31/2013,Male,25 to 34 years,Any,NA,NA,151,,POINT (-91.6179473 40.9252126),1400000US19087970200-2013-B15001_011E
1400000US19091970100,tract,"Census Tract 9701, Humboldt County, Iowa",B15001_016E,Male - 25 to 34 years - Associate's degree,2009-2013,12/31/2013,Male,25 to 34 years,Associates Degree,Yes,Yes,36,,POINT (-94.1076648 42.7710515),1400000US19091970100-2013-B15001_016E
1400000US19081270100,tract,"Census Tract 2701, Hancock County, Iowa",B15001_020E,Male - 35 to 44 years - Less than 9th grade,2009-2013,12/31/2013,Male,35 to 44 years,Less than 9th Grade,No,No,0,,POINT (-93.5524893 43.1588523),1400000US19081270100-2013-B15001_020E
1400000US19153000901,tract,"Census Tract 9.01, Polk County, Iowa",B15001_016E,Male - 25 to 34 years - Associate's degree,2009-2013,12/31/2013,Male,25 to 34 years,Associates Degree,Yes,Yes,26,,POINT (-93.6974777 41.6082742),1400000US19153000901-2013-B15001_016E
1400000US19011960600,tract,"Census Tract 9606, Benton County, Iowa",B15001_021E,Male - 35 to 44 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,35 to 44 years,9th to 12th Grade - No Diploma,No,No,2,,POINT (-92.14272 41.932207),1400000US19011960600-2013-B15001_021E
1400000US19153000400,tract,"Census Tract 4, Polk County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2009-2013,12/31/2013,Male,25 to 34 years,Less than 9th Grade,No,No,10,,POINT (-93.6126601 41.6322323),1400000US19153000400-2013-B15001_012E
1400000US19139050500,tract,"Census Tract 505, Muscatine County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2009-2013,12/31/2013,Male,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-91.0740249 41.4297043),1400000US19139050500-2013-B15001_012E
1400000US19069360300,tract,"Census Tract 3603, Franklin County, Iowa",B15001_016E,Male - 25 to 34 years - Associate's degree,2009-2013,12/31/2013,Male,25 to 34 years,Associates Degree,Yes,Yes,24,,POINT (-93.3848591 42.7348648),1400000US19069360300-2013-B15001_016E
1400000US19057000800,tract,"Census Tract 8, Des Moines County, Iowa",B15001_011E,Male - 25 to 34 years,2009-2013,12/31/2013,Male,25 to 34 years,Any,NA,NA,201,,POINT (-91.1671545 40.8205516),1400000US19057000800-2013-B15001_011E
1400000US19043070300,tract,"Census Tract 703, Clayton County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2009-2013,12/31/2013,Male,18 to 24 years,Associates Degree,Yes,Yes,28,,POINT (-91.3921719 42.8637126),1400000US19043070300-2013-B15001_008E
1400000US19037070300,tract,"Census Tract 703, Chickasaw County, Iowa",B15001_022E,Male - 35 to 44 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,35 to 44 years,High School Diploma or Equivalent,Yes,No,45,,POINT (-92.195315 42.989552),1400000US19037070300-2013-B15001_022E
1400000US19091970100,tract,"Census Tract 9701, Humboldt County, Iowa",B15001_022E,Male - 35 to 44 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,35 to 44 years,High School Diploma or Equivalent,Yes,No,27,,POINT (-94.1076648 42.7710515),1400000US19091970100-2013-B15001_022E
1400000US19041080400,tract,"Census Tract 804, Clay County, Iowa",B15001_005E,Male - 18 to 24 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,18 to 24 years,9th to 12th Grade - No Diploma,No,No,13,,POINT (-95.2794692 43.0761415),1400000US19041080400-2013-B15001_005E
1400000US19147960300,tract,"Census Tract 9603, Palo Alto County, Iowa",B15001_009E,Male - 18 to 24 years - Bachelor's degree,2009-2013,12/31/2013,Male,18 to 24 years,Bachelors Degree,Yes,Yes,39,,POINT (-94.6743625 43.1358012),1400000US19147960300-2013-B15001_009E
1400000US19113001300,tract,"Census Tract 13, Linn County, Iowa",B15001_010E,Male - 18 to 24 years - Graduate or professional degree,2009-2013,12/31/2013,Male,18 to 24 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-91.6664014 41.9981772),1400000US19113001300-2013-B15001_010E
1400000US19005960500,tract,"Census Tract 9605, Allamakee County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2009-2013,12/31/2013,Male,25 to 34 years,Less than 9th Grade,No,No,38,,POINT (-91.5066694 43.179367),1400000US19005960500-2013-B15001_012E
1400000US19103010200,tract,"Census Tract 102, Johnson County, Iowa",B15001_003E,Male - 18 to 24 years,2009-2013,12/31/2013,Male,18 to 24 years,Any,NA,NA,86,,POINT (-91.707501 41.8178996),1400000US19103010200-2013-B15001_003E
1400000US19155030501,tract,"Census Tract 305.01, Pottawattamie County, Iowa",B15001_020E,Male - 35 to 44 years - Less than 9th grade,2009-2013,12/31/2013,Male,35 to 44 years,Less than 9th Grade,No,No,4,,POINT (-95.8891112 41.2650363),1400000US19155030501-2013-B15001_020E
1400000US19061000900,tract,"Census Tract 9, Dubuque County, Iowa",B15001_011E,Male - 25 to 34 years,2009-2013,12/31/2013,Male,25 to 34 years,Any,NA,NA,277,,POINT (-90.6958271 42.4975464),1400000US19061000900-2013-B15001_011E
1400000US19163013705,tract,"Census Tract 137.05, Scott County, Iowa",B15001_009E,Male - 18 to 24 years - Bachelor's degree,2009-2013,12/31/2013,Male,18 to 24 years,Bachelors Degree,Yes,Yes,26,,POINT (-90.4919044 41.5582491),1400000US19163013705-2013-B15001_009E
1400000US19153011113,tract,"Census Tract 111.13, Polk County, Iowa",B15001_005E,Male - 18 to 24 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,18 to 24 years,9th to 12th Grade - No Diploma,No,No,28,,POINT (-93.7808947 41.5924476),1400000US19153011113-2013-B15001_005E
1400000US19163010800,tract,"Census Tract 108, Scott County, Iowa",B15001_007E,Male - 18 to 24 years - Some college no degree,2009-2013,12/31/2013,Male,18 to 24 years,Some College - No Degree,Yes,No,37,,POINT (-90.5944188 41.5280935),1400000US19163010800-2013-B15001_007E
1400000US19093090100,tract,"Census Tract 901, Ida County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,0,,POINT (-95.574122 42.4965687),1400000US19093090100-2013-B15001_013E
1400000US19153004501,tract,"Census Tract 45.01, Polk County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2009-2013,12/31/2013,Male,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-93.6112503 41.5445245),1400000US19153004501-2013-B15001_012E
1400000US19163013200,tract,"Census Tract 132, Scott County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2009-2013,12/31/2013,Male,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-90.523141 41.5272899),1400000US19163013200-2013-B15001_012E
1400000US19125030700,tract,"Census Tract 307, Marion County, Iowa",B15001_009E,Male - 18 to 24 years - Bachelor's degree,2009-2013,12/31/2013,Male,18 to 24 years,Bachelors Degree,Yes,Yes,9,,POINT (-92.9767988 41.2325692),1400000US19125030700-2013-B15001_009E
1400000US19045001000,tract,"Census Tract 10, Clinton County, Iowa",B15001_011E,Male - 25 to 34 years,2009-2013,12/31/2013,Male,25 to 34 years,Any,NA,NA,114,,POINT (-90.744151 41.8325587),1400000US19045001000-2013-B15001_011E
1400000US19175190300,tract,"Census Tract 1903, Union County, Iowa",B15001_022E,Male - 35 to 44 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,35 to 44 years,High School Diploma or Equivalent,Yes,No,23,,POINT (-94.283635 41.0025786),1400000US19175190300-2013-B15001_022E
1400000US19065080700,tract,"Census Tract 807, Fayette County, Iowa",B15001_020E,Male - 35 to 44 years - Less than 9th grade,2009-2013,12/31/2013,Male,35 to 44 years,Less than 9th Grade,No,No,13,,POINT (-91.9584738 42.9574786),1400000US19065080700-2013-B15001_020E
1400000US19061000701,tract,"Census Tract 7.01, Dubuque County, Iowa",B15001_017E,Male - 25 to 34 years - Bachelor's degree,2009-2013,12/31/2013,Male,25 to 34 years,Bachelors Degree,Yes,Yes,82,,POINT (-90.6803419 42.5035348),1400000US19061000701-2013-B15001_017E
1400000US19061010400,tract,"Census Tract 104, Dubuque County, Iowa",B15001_010E,Male - 18 to 24 years - Graduate or professional degree,2009-2013,12/31/2013,Male,18 to 24 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-91.056405 42.4850078),1400000US19061010400-2013-B15001_010E
1400000US19163012701,tract,"Census Tract 127.01, Scott County, Iowa",B15001_015E,Male - 25 to 34 years - Some college no degree,2009-2013,12/31/2013,Male,25 to 34 years,Some College - No Degree,Yes,No,55,,POINT (-90.6054646 41.5727125),1400000US19163012701-2013-B15001_015E
1400000US19125030700,tract,"Census Tract 307, Marion County, Iowa",B15001_022E,Male - 35 to 44 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,35 to 44 years,High School Diploma or Equivalent,Yes,No,62,,POINT (-92.9767988 41.2325692),1400000US19125030700-2013-B15001_022E
1400000US19113001003,tract,"Census Tract 10.03, Linn County, Iowa",B15001_015E,Male - 25 to 34 years - Some college no degree,2009-2013,12/31/2013,Male,25 to 34 years,Some College - No Degree,Yes,No,315,,POINT (-91.7288352 41.96583),1400000US19113001003-2013-B15001_015E
1400000US19061010202,tract,"Census Tract 102.02, Dubuque County, Iowa",B15001_016E,Male - 25 to 34 years - Associate's degree,2009-2013,12/31/2013,Male,25 to 34 years,Associates Degree,Yes,Yes,54,,POINT (-90.9500448 42.4902676),1400000US19061010202-2013-B15001_016E
1400000US19021960600,tract,"Census Tract 9606, Buena Vista County, Iowa",B15001_017E,Male - 25 to 34 years - Bachelor's degree,2009-2013,12/31/2013,Male,25 to 34 years,Bachelors Degree,Yes,Yes,60,,POINT (-95.2793765 42.6544921),1400000US19021960600-2013-B15001_017E
1400000US19005960500,tract,"Census Tract 9605, Allamakee County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,25,,POINT (-91.5066694 43.179367),1400000US19005960500-2013-B15001_013E
1400000US19019950200,tract,"Census Tract 9502, Buchanan County, Iowa",B15001_022E,Male - 35 to 44 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,35 to 44 years,High School Diploma or Equivalent,Yes,No,164,,POINT (-91.9367938 42.5751688),1400000US19019950200-2013-B15001_022E
1400000US19113010800,tract,"Census Tract 108, Linn County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2009-2013,12/31/2013,Male,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-91.4173678 41.9057601),1400000US19113010800-2013-B15001_012E
1400000US19013000700,tract,"Census Tract 7, Black Hawk County, Iowa",B15001_006E,Male - 18 to 24 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,18 to 24 years,High School Diploma or Equivalent,Yes,No,37,,POINT (-92.3258594 42.4969104),1400000US19013000700-2013-B15001_006E
1400000US19183960500,tract,"Census Tract 9605, Washington County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2009-2013,12/31/2013,Male,18 to 24 years,Associates Degree,Yes,Yes,6,,POINT (-91.6144089 41.284209),1400000US19183960500-2013-B15001_008E
1400000US19149970100,tract,"Census Tract 9701, Plymouth County, Iowa",B15001_020E,Male - 35 to 44 years - Less than 9th grade,2009-2013,12/31/2013,Male,35 to 44 years,Less than 9th Grade,No,No,0,,POINT (-96.1440387 42.7948865),1400000US19149970100-2013-B15001_020E
1400000US19095960400,tract,"Census Tract 9604, Iowa County, Iowa",B15001_003E,Male - 18 to 24 years,2009-2013,12/31/2013,Male,18 to 24 years,Any,NA,NA,147,,POINT (-91.9571284 41.5962224),1400000US19095960400-2013-B15001_003E
1400000US19109950100,tract,"Census Tract 9501, Kossuth County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,9,,POINT (-94.1792701 43.4013468),1400000US19109950100-2013-B15001_013E
1400000US19153000902,tract,"Census Tract 9.02, Polk County, Iowa",B15001_016E,Male - 25 to 34 years - Associate's degree,2009-2013,12/31/2013,Male,25 to 34 years,Associates Degree,Yes,Yes,23,,POINT (-93.6820027 41.6058146),1400000US19153000902-2013-B15001_016E
1400000US19155031400,tract,"Census Tract 314, Pottawattamie County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2009-2013,12/31/2013,Male,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-95.8992858 41.2072955),1400000US19155031400-2013-B15001_012E
1400000US19193000600,tract,"Census Tract 6, Woodbury County, Iowa",B15001_011E,Male - 25 to 34 years,2009-2013,12/31/2013,Male,25 to 34 years,Any,NA,NA,134,,POINT (-96.4814488 42.5155293),1400000US19193000600-2013-B15001_011E
1400000US19013000800,tract,"Census Tract 8, Black Hawk County, Iowa",B15001_022E,Male - 35 to 44 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,35 to 44 years,High School Diploma or Equivalent,Yes,No,178,,POINT (-92.2830698 42.4868469),1400000US19013000800-2013-B15001_022E
1400000US19015020700,tract,"Census Tract 207, Boone County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2009-2013,12/31/2013,Male,18 to 24 years,Associates Degree,Yes,Yes,6,,POINT (-94.0571865 42.1149928),1400000US19015020700-2013-B15001_008E
1400000US19095960200,tract,"Census Tract 9602, Iowa County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,38,,POINT (-92.1685079 41.7836213),1400000US19095960200-2013-B15001_013E
1400000US19003950200,tract,"Census Tract 9502, Adams County, Iowa",B15001_004E,Male - 18 to 24 years - Less than 9th grade,2009-2013,12/31/2013,Male,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-94.8079792 40.9482672),1400000US19003950200-2013-B15001_004E
1400000US19153003902,tract,"Census Tract 39.02, Polk County, Iowa",B15001_023E,Male - 35 to 44 years - Some college no degree,2009-2013,12/31/2013,Male,35 to 44 years,Some College - No Degree,Yes,No,17,,POINT (-93.5660549 41.552416),1400000US19153003902-2013-B15001_023E
1400000US19183960100,tract,"Census Tract 9601, Washington County, Iowa",B15001_005E,Male - 18 to 24 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,18 to 24 years,9th to 12th Grade - No Diploma,No,No,11,,POINT (-91.6291864 41.4491057),1400000US19183960100-2013-B15001_005E
1400000US19153005200,tract,"Census Tract 52, Polk County, Iowa",B15001_012E,Male - 25 to 34 years - Less than 9th grade,2009-2013,12/31/2013,Male,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-93.5919216 41.5843925),1400000US19153005200-2013-B15001_012E
1400000US19051080200,tract,"Census Tract 802, Davis County, Iowa",B15001_014E,Male - 25 to 34 years - High school graduate (includes equivalency),2009-2013,12/31/2013,Male,25 to 34 years,High School Diploma or Equivalent,Yes,No,74,,POINT (-92.52631 40.7510406),1400000US19051080200-2013-B15001_014E
1400000US19065080700,tract,"Census Tract 807, Fayette County, Iowa",B15001_015E,Male - 25 to 34 years - Some college no degree,2009-2013,12/31/2013,Male,25 to 34 years,Some College - No Degree,Yes,No,32,,POINT (-91.9584738 42.9574786),1400000US19065080700-2013-B15001_015E
1400000US19061010201,tract,"Census Tract 102.01, Dubuque County, Iowa",B15001_010E,Male - 18 to 24 years - Graduate or professional degree,2009-2013,12/31/2013,Male,18 to 24 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-90.8403342 42.4912595),1400000US19061010201-2013-B15001_010E
1400000US19061000500,tract,"Census Tract 5, Dubuque County, Iowa",B15001_013E,Male - 25 to 34 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,25 to 34 years,9th to 12th Grade - No Diploma,No,No,5,,POINT (-90.6720939 42.5188648),1400000US19061000500-2013-B15001_013E
1400000US19153004602,tract,"Census Tract 46.02, Polk County, Iowa",B15001_005E,Male - 18 to 24 years - 9th to 12th grade no diploma,2009-2013,12/31/2013,Male,18 to 24 years,9th to 12th Grade - No Diploma,No,No,40,,POINT (-93.6113141 41.5336488),1400000US19153004602-2013-B15001_005E
1400000US19057000300,tract,"Census Tract 3, Des Moines County, Iowa",B15001_004E,Male - 18 to 24 years - Less than 9th grade,2009-2013,12/31/2013,Male,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-91.1323476 40.818253),1400000US19057000300-2013-B15001_004E
1400000US19163011300,tract,"Census Tract 113, Scott County, Iowa",B15001_004E,Male - 18 to 24 years - Less than 9th grade,2009-2013,12/31/2013,Male,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-90.5838729 41.5376051),1400000US19163011300-2013-B15001_004E
1400000US19013003002,tract,"Census Tract 30.02, Black Hawk County, Iowa",B15001_008E,Male - 18 to 24 years - Associate's degree,2009-2013,12/31/2013,Male,18 to 24 years,Associates Degree,Yes,Yes,7,,POINT (-92.426807 42.3774156),1400000US19013003002-2013-B15001_008E
1400000US19163011500,tract,"Census Tract 115, Scott County, Iowa",B15001_015E,Male - 25 to 34 years - Some college no degree,2009-2013,12/31/2013,Male,25 to 34 years,Some College - No Degree,Yes,No,117,,POINT (-90.5498753 41.5319074),1400000US19163011500-2013-B15001_015E
1400000US19157370300,tract,"Census Tract 3703, Poweshiek County, Iowa",B15001_019E,Male - 35 to 44 years,2009-2013,12/31/2013,Male,35 to 44 years,Any,NA,NA,261,,POINT (-92.7263831 41.7614674),1400000US19157370300-2013-B15001_019E
1400000US19015020700,tract,"Census Tract 207, Boone County, Iowa",B15001_016E,Male - 25 to 34 years - Associate's degree,2009-2013,12/31/2013,Male,25 to 34 years,Associates Degree,Yes,Yes,28,,POINT (-94.0571865 42.1149928),1400000US19015020700-2013-B15001_016E
1400000US19113002300,tract,"Census Tract 23, Linn County, Iowa",B15001_007E,Male - 18 to 24 years - Some college no degree,2009-2013,12/31/2013,Male,18 to 24 years,Some College - No Degree,Yes,No,66,,POINT (-91.7000769 41.9741607),1400000US19113002300-2013-B15001_007E
1400000US19031450400,tract,"Census Tract 4504, Cedar County, Iowa",B15001_019E,Male - 35 to 44 years,2009-2013,12/31/2013,Male,35 to 44 years,Any,NA,NA,201,,POINT (-90.9557404 41.6875884),1400000US19031450400-2013-B15001_019E
1400000US19053960300,tract,"Census Tract 9603, Decatur County, Iowa",B15001_009E,Male - 18 to 24 years - Bachelor's degree,2009-2013,12/31/2013,Male,18 to 24 years,Bachelors Degree,Yes,Yes,0,,POINT (-93.7472134 40.7498688),1400000US19053960300-2013-B15001_009E
1400000US19153010212,tract,"Census Tract 102.12, Polk County, Iowa",B15001_019E,Male - 35 to 44 years,2009-2013,12/31/2013,Male,35 to 44 years,Any,NA,NA,383,,POINT (-93.5819509 41.7117183),1400000US19153010212-2013-B15001_019E
1400000US19191950100,tract,"Census Tract 9501, Winneshiek County, Iowa",B15001_010E,Male - 18 to 24 years - Graduate or professional degree,2009-2013,12/31/2013,Male,18 to 24 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-91.9090179 43.3943515),1400000US19191950100-2013-B15001_010E
